,rpm,cm,V,mA,,,,,,,,,,,,,
time,rpm,waveheight,voltage,current,power,,,,,,,,,,,,
2026-08-14T19:54:31+05:30,1.7,93.09,3.349,21.92,0.07341008,,,,,,,,,,,,
2026-08-14T19:54:32+05:30,0,93.92,3.132,20.50,0.064206,,,,,,,,,,,,
2026-08-14T19:54:33+05:30,0,106.82,2.910,19.05,0.0554355,,,,,,,,,,,,
2026-08-14T19:54:34+05:30,5.1,111.48,5.554,36.36,0.20194344,,,,,,,,,,,,
2026-08-14T19:54:35+05:30,2,121.71,14.642,95.85,1.4034357,,,,,,,,,,,,
2026-08-14T19:54:36+05:30,10,90.89,16.662,109.07,1.81732434,,,,,,,,,,,,
2026-08-14T19:54:37+05:30,0,65.19,12.050,78.88,0.950504,,,,,,,,,,,,
2026-08-14T19:54:38+05:30,1.7,90.19,7.018,45.94,0.32240692,,,,,,,,,,,,
2026-08-14T19:54:39+05:30,0,96.03,5.200,34.04,0.177008,,,,,,,,,,,,
2026-08-14T19:54:40+05:30,2.5,100.85,4.729,30.96,0.14640984,,,,,,,,,,,,
2026-08-14T19:54:41+05:30,0,88.05,5.571,36.47,0.20317437,,,,,,,,,,,,
2026-08-14T19:54:42+05:30,1.4,100.34,4.780,31.29,0.1495662,,,,,,,,,,,,
2026-08-14T19:54:43+05:30,2.6,117.09,4.174,27.32,0.11403368,,,,,,,,,,,,
2026-08-14T19:54:44+05:30,0.2,125.39,3.804,24.90,0.0947196,,,,,,,,,,,,
2026-08-14T19:54:45+05:30,3.9,102.69,3.484,22.81,0.07947004,,,,,,,,,,,,
2026-08-14T19:54:46+05:30,4.2,84.93,1.925,12.60,0.024255,,,,,,,,,,,,
2026-08-14T19:54:47+05:30,0,76.24,2.945,19.28,0.0567796,,,,,,,,,,,,
2026-08-14T19:54:48+05:30,0,80.93,2.745,17.97,0.04932765,,,,,,,,,,,,
2026-08-14T19:54:49+05:30,3.1,89.69,2.567,16.80,0.0431256,,,,,,,,,,,,
2026-08-14T19:54:50+05:30,0,102.07,8.465,55.41,0.46904565,,,,,,,,,,,,
2026-08-14T19:54:51+05:30,3,97.48,11.848,77.56,0.91893088,,,,,,,,,,,,
2026-08-14T19:54:52+05:30,2.3,96.00,6.867,44.95,0.30867165,,,,,,,,,,,,
2026-08-14T19:54:53+05:30,0.4,114.75,5.672,37.13,0.21060136,,,,,,,,,,,,
2026-08-14T19:54:54+05:30,0,122.20,4.578,29.97,0.13720266,,,,,,,,,,,,
2026-08-14T19:54:55+05:30,3.8,103.14,5.116,33.49,0.17133484,,,,,,,,,,,,
2026-08-14T19:54:56+05:30,0,90.42,6.614,43.29,0.28632006,,,,,,,,,,,,
2026-08-14T19:54:57+05:30,0,96.74,4.948,32.39,0.16026572,,,,,,,,,,,,
2026-08-14T19:54:58+05:30,0,92.97,4.258,27.87,0.11867046,,,,,,,,,,,,
2026-08-14T19:54:59+05:30,6.1,79.27,3.888,25.45,0.0989496,,,,,,,,,,,,
2026-08-14T19:55:00+05:30,0.3,66.27,7.422,48.58,0.36056076,,,,,,,,,,,,
2026-08-14T19:55:01+05:30,5.1,86.61,3.398,22.24,0.07557152,,,,,,,,,,,,
2026-08-14T19:55:02+05:30,2.6,121.67,7.523,49.24,0.37043252,,,,,,,,,,,,
2026-08-14T19:55:03+05:30,3.3,114.80,4.191,27.43,0.11495913,,,,,,,,,,,,
