,rpm,cm,V,mA,,,,,,,,,,,,,
time,rpm,waveheight,voltage,current,power,,,,,,,,,,,,
2026-08-14T19:11:34+05:30,5.4,94.08,4.107,26.88,0.11039616,,,,,,,,,,,,
2026-08-14T19:11:35+05:30,0,73.64,3.753,24.57,0.09221121,,,,,,,,,,,,
2026-08-14T19:11:36+05:30,1.5,78.20,3.433,22.47,0.07713951,,,,,,,,,,,,
2026-08-14T19:11:37+05:30,0,96.96,3.129,20.48,0.06408192,,,,,,,,,,,,
2026-08-14T19:11:38+05:30,3.2,86.27,2.903,19.00,0.055157,,,,,,,,,,,,
2026-08-14T19:11:39+05:30,0,77.77,9.862,64.56,0.63669072,,,,,,,,,,,,
2026-08-14T19:11:40+05:30,1.3,85.68,9.677,63.34,0.61294118,,,,,,,,,,,,
2026-08-14T19:11:41+05:30,0.7,89.16,7.069,46.27,0.32708263,,,,,,,,,,,,
2026-08-14T19:11:42+05:30,3.8,88.10,5.251,34.37,0.18047687,,,,,,,,,,,,
2026-08-14T19:11:43+05:30,0,74.92,4.376,28.64,0.12532864,,,,,,,,,,,,
2026-08-14T19:11:44+05:30,5.6,90.67,3.938,25.78,0.10152164,,,,,,,,,,,,
2026-08-14T19:11:45+05:30,0,100.01,3.787,24.79,0.09387973,,,,,,,,,,,,
2026-08-14T19:11:46+05:30,0,85.11,5.083,33.27,0.16911141,,,,,,,,,,,,
2026-08-14T19:11:47+05:30,0,81.62,4.477,29.31,0.13122087,,,,,,,,,,,,
2026-08-14T19:11:48+05:30,1.7,89.73,3.989,26.11,0.10415279,,,,,,,,,,,,
2026-08-14T19:11:49+05:30,0,90.79,3.635,23.79,0.08647665,,,,,,,,,,,,
2026-08-14T19:11:50+05:30,0,88.24,3.332,21.81,0.07267092,,,,,,,,,,,,
2026-08-14T19:11:51+05:30,2.1,85.01,5.150,33.71,0.1736065,,,,,,,,,,,,
2026-08-14T19:11:52+05:30,0,73.65,5.975,39.11,0.23368225,,,,,,,,,,,,
2026-08-14T19:11:53+05:30,1.4,94.61,3.871,25.34,0.09809114,,,,,,,,,,,,
2026-08-14T19:11:54+05:30,0,93.37,3.534,23.13,0.08174142,,,,,,,,,,,,
2026-08-14T19:11:55+05:30,0,85.50,2.577,16.87,0.04347399,,,,,,,,,,,,
2026-08-14T19:11:56+05:30,0,83.88,2.651,17.35,0.04599485,,,,,,,,,,,,
2026-08-14T19:11:57+05:30,0.6,92.14,2.477,16.21,0.04015217,,,,,,,,,,,,
2026-08-14T19:11:58+05:30,1,91.86,2.208,14.45,0.0319056,,,,,,,,,,,,
2026-08-14T19:11:59+05:30,0,78.81,2.185,14.30,0.0312455,,,,,,,,,,,,
2026-08-14T19:12:00+05:30,0,83.69,2.060,13.48,0.0277688,,,,,,,,,,,,
2026-08-14T19:12:01+05:30,0,73.24,1.946,12.74,0.02479204,,,,,,,,,,,,
2026-08-14T19:12:02+05:30,3.3,80.84,1.845,12.08,0.0222876,,,,,,,,,,,,
2026-08-14T19:12:03+05:30,0,96.57,6.564,42.97,0.28205508,,,,,,,,,,,,
2026-08-14T19:12:04+05:30,0,97.15,6.715,43.96,0.2951914,,,,,,,,,,,,
2026-08-14T19:12:05+05:30,0,89.86,4.662,30.52,0.14228424,,,,,,,,,,,,
2026-08-14T19:12:06+05:30,0,93.86,4.611,30.18,0.13915998,,,,,,,,,,,,
2026-08-14T19:12:07+05:30,0,94.26,4.073,26.66,0.10858618,,,,,,,,,,,,
2026-08-14T19:12:08+05:30,0,96.09,3.837,25.12,0.09638544,,,,,,,,,,,,
2026-08-14T19:12:09+05:30,2.5,83.99,6.126,40.10,0.2456526,,,,,,,,,,,,
2026-08-14T19:12:10+05:30,2.2,67.76,5.285,34.60,0.182861,,,,,,,,,,,,
2026-08-14T19:12:11+05:30,0,66.35,4.393,28.76,0.12634268,,,,,,,,,,,,
2026-08-14T19:12:12+05:30,0,77.67,3.938,25.78,0.10152164,,,,,,,,,,,,
2026-08-14T19:12:13+05:30,0.5,88.28,3.585,23.47,0.08413995,,,,,,,,,,,,
2026-08-14T19:12:14+05:30,1.5,98.86,3.299,21.59,0.07122541,,,,,,,,,,,,
2026-08-14T19:12:15+05:30,0,99.05,3.075,20.13,0.06189975,,,,,,,,,,,,
2026-08-14T19:12:16+05:30,0.7,89.83,3.285,21.50,0.0706275,,,,,,,,,,,,
2026-08-14T19:12:17+05:30,0,88.68,14.356,93.97,1.34903332,,,,,,,,,,,,
2026-08-14T19:12:18+05:30,0,101.37,9.425,61.70,0.5815225,,,,,,,,,,,,
2026-08-14T19:12:19+05:30,1.5,99.80,9.576,62.68,0.60022368,,,,,,,,,,,,
2026-08-14T19:12:20+05:30,3.6,77.43,5.975,39.11,0.23368225,,,,,,,,,,,,
2026-08-14T19:12:21+05:30,0,70.04,5.419,35.47,0.19221193,,,,,,,,,,,,
2026-08-14T19:12:22+05:30,3.8,79.49,4.847,31.73,0.15379531,,,,,,,,,,,,
2026-08-14T19:12:23+05:30,0,83.63,4.191,27.43,0.11495913,,,,,,,,,,,,
2026-08-14T19:12:24+05:30,0,86.92,3.804,24.90,0.0947196,,,,,,,,,,,,
2026-08-14T19:12:25+05:30,0,89.70,2.935,19.21,0.05638135,,,,,,,,,,,,
2026-08-14T19:12:26+05:30,0,91.58,2.940,19.24,0.0565656,,,,,,,,,,,,
2026-08-14T19:12:27+05:30,0,76.77,2.735,17.90,0.0489565,,,,,,,,,,,,
2026-08-14T19:12:28+05:30,2.9,96.25,2.551,16.70,0.0426017,,,,,,,,,,,,
2026-08-14T19:12:29+05:30,0,97.85,2.386,15.62,0.03726932,,,,,,,,,,,,
2026-08-14T19:12:30+05:30,0,93.11,2.242,14.68,0.03291256,,,,,,,,,,,,
2026-08-14T19:12:31+05:30,0,90.31,2.109,13.81,0.02912529,,,,,,,,,,,,
2026-08-14T19:12:32+05:30,9.4,84.35,1.989,13.02,0.02589678,,,,,,,,,,,,
2026-08-14T19:12:33+05:30,0,62.49,2.057,13.46,0.02768722,,,,,,,,,,,,
2026-08-14T19:12:34+05:30,4,80.49,1.986,13.00,0.025818,,,,,,,,,,,,
2026-08-14T19:12:35+05:30,0,98.39,9.122,59.71,0.54467462,,,,,,,,,,,,
2026-08-14T19:12:36+05:30,0,97.57,9.290,60.81,0.5649249,,,,,,,,,,,,
2026-08-14T19:12:37+05:30,0,93.21,6.092,39.88,0.24294896,,,,,,,,,,,,
2026-08-14T19:12:38+05:30,0,88.49,4.696,30.74,0.14435504,,,,,,,,,,,,
2026-08-14T19:12:39+05:30,0,88.78,4.107,26.88,0.11039616,,,,,,,,,,,,
2026-08-14T19:12:40+05:30,1.2,78.15,7.792,51.01,0.39746992,,,,,,,,,,,,
2026-08-14T19:12:41+05:30,0,67.78,5.638,36.91,0.20809858,,,,,,,,,,,,
2026-08-14T19:12:42+05:30,2.3,83.43,4.527,29.63,0.13413501,,,,,,,,,,,,
2026-08-14T19:12:43+05:30,0,90.90,4.056,26.55,0.1076868,,,,,,,,,,,,
2026-08-14T19:12:44+05:30,0,97.75,3.719,24.34,0.09052046,,,,,,,,,,,,
2026-08-14T19:12:45+05:30,0,97.33,3.400,22.26,0.075684,,,,,,,,,,,,
2026-08-14T19:12:46+05:30,0.9,93.19,1.868,12.23,0.02284564,,,,,,,,,,,,
2026-08-14T19:12:47+05:30,3.2,97.14,2.979,19.50,0.0580905,,,,,,,,,,,,
2026-08-14T19:12:48+05:30,3.4,94.23,2.188,14.32,0.03133216,,,,,,,,,,,,
2026-08-14T19:12:49+05:30,1.1,75.25,2.065,13.52,0.0279188,,,,,,,,,,,,
2026-08-14T19:12:50+05:30,0,65.72,1.947,12.74,0.02480478,,,,,,,,,,,,
2026-08-14T19:12:51+05:30,0,76.76,1.733,11.34,0.01965222,,,,,,,,,,,,
2026-08-14T19:12:52+05:30,0,82.08,1.831,11.99,0.02195369,,,,,,,,,,,,
2026-08-14T19:12:53+05:30,0,90.02,2.137,13.99,0.02989663,,,,,,,,,,,,
2026-08-14T19:12:54+05:30,0,91.70,1.789,11.71,0.02094919,,,,,,,,,,,,
2026-08-14T19:12:55+05:30,0,108.03,2.062,13.50,0.027837,,,,,,,,,,,,
2026-08-14T19:12:56+05:30,0.7,96.10,1.902,12.45,0.0236799,,,,,,,,,,,,
2026-08-14T19:12:57+05:30,0,89.16,1.767,11.57,0.02044419,,,,,,,,,,,,
2026-08-14T19:12:58+05:30,0,94.21,1.750,11.46,0.020055,,,,,,,,,,,,
2026-08-14T19:12:59+05:30,2.5,88.23,4.948,32.39,0.16026572,,,,,,,,,,,,
2026-08-14T19:13:00+05:30,0,75.83,1.515,9.92,0.0150288,,,,,,,,,,,,
2026-08-14T19:13:01+05:30,0,77.74,1.446,9.47,0.01369362,,,,,,,,,,,,
2026-08-14T19:13:02+05:30,1.5,71.84,1.400,9.16,0.012824,,,,,,,,,,,,
2026-08-14T19:13:03+05:30,5.3,80.71,1.335,8.74,0.0116679,,,,,,,,,,,,
2026-08-14T19:13:04+05:30,0,91.52,6.294,41.20,0.2593128,,,,,,,,,,,,
2026-08-14T19:13:05+05:30,0,91.06,8.600,56.29,0.484094,,,,,,,,,,,,
2026-08-14T19:13:06+05:30,0,92.36,9.745,63.79,0.62163355,,,,,,,,,,,,
2026-08-14T19:13:07+05:30,0,92.83,5.672,37.13,0.21060136,,,,,,,,,,,,
2026-08-14T19:13:08+05:30,0,97.84,4.628,30.29,0.14018212,,,,,,,,,,,,
2026-08-14T19:13:09+05:30,0,98.29,6.278,41.10,0.2580258,,,,,,,,,,,,
2026-08-14T19:13:10+05:30,1.5,87.70,5.184,33.93,0.17589312,,,,,,,,,,,,
2026-08-14T19:13:11+05:30,1,78.44,4.325,28.31,0.12244075,,,,,,,,,,,,
2026-08-14T19:13:12+05:30,0,71.64,3.888,25.45,0.0989496,,,,,,,,,,,,
2026-08-14T19:13:13+05:30,4,90.50,3.534,23.13,0.08174142,,,,,,,,,,,,
2026-08-14T19:13:14+05:30,1.3,91.66,9.256,60.59,0.56082104,,,,,,,,,,,,
2026-08-14T19:13:15+05:30,0,83.51,6.968,45.61,0.31781048,,,,,,,,,,,,
2026-08-14T19:13:16+05:30,0,80.08,12.718,83.25,1.0587735,,,,,,,,,,,,
2026-08-14T19:13:17+05:30,1.5,89.16,13.329,87.25,1.16295525,,,,,,,,,,,,
2026-08-14T19:13:18+05:30,0,87.94,7.388,48.36,0.35728368,,,,,,,,,,,,
2026-08-14T19:13:19+05:30,0.1,94.01,5.554,36.36,0.20194344,,,,,,,,,,,,
2026-08-14T19:13:20+05:30,0,79.64,5.890,38.56,0.2271184,,,,,,,,,,,,
2026-08-14T19:13:21+05:30,0,90.01,6.597,43.18,0.28485846,,,,,,,,,,,,
2026-08-14T19:13:22+05:30,0,105.00,7.372,48.26,0.35577272,,,,,,,,,,,,
2026-08-14T19:13:23+05:30,0.3,85.05,5.655,37.02,0.2093481,,,,,,,,,,,,
2026-08-14T19:13:24+05:30,0,86.90,5.032,32.94,0.16575408,,,,,,,,,,,,
2026-08-14T19:13:25+05:30,0,86.68,4.292,28.09,0.12056228,,,,,,,,,,,,
2026-08-14T19:13:26+05:30,0,94.40,3.888,25.45,0.0989496,,,,,,,,,,,,
2026-08-14T19:13:27+05:30,3.3,77.05,3.686,24.13,0.08894318,,,,,,,,,,,,
2026-08-14T19:13:28+05:30,0,73.90,6.311,41.31,0.26070741,,,,,,,,,,,,
2026-08-14T19:13:29+05:30,3,93.03,11.360,74.36,0.8447296,,,,,,,,,,,,
2026-08-14T19:13:30+05:30,0,94.12,13.851,90.67,1.25587017,,,,,,,,,,,,
2026-08-14T19:13:31+05:30,0,81.29,8.651,56.63,0.48990613,,,,,,,,,,,,
2026-08-14T19:13:32+05:30,0,82.18,5.453,35.69,0.19461757,,,,,,,,,,,,
2026-08-14T19:13:33+05:30,3.2,91.06,4.578,29.97,0.13720266,,,,,,,,,,,,
2026-08-14T19:13:34+05:30,0,103.92,4.174,27.32,0.11403368,,,,,,,,,,,,
2026-08-14T19:13:35+05:30,4.6,90.02,3.804,24.90,0.0947196,,,,,,,,,,,,
2026-08-14T19:13:36+05:30,0,72.85,3.484,22.81,0.07947004,,,,,,,,,,,,
2026-08-14T19:13:37+05:30,2.2,82.35,3.021,19.78,0.05975538,,,,,,,,,,,,
2026-08-14T19:13:38+05:30,0,93.49,5.116,33.49,0.17133484,,,,,,,,,,,,
2026-08-14T19:13:39+05:30,0,82.96,4.292,28.09,0.12056228,,,,,,,,,,,,
2026-08-14T19:13:40+05:30,0,86.95,3.888,25.45,0.0989496,,,,,,,,,,,,
2026-08-14T19:13:41+05:30,3.8,102.86,3.551,23.24,0.08252524,,,,,,,,,,,,
2026-08-14T19:13:42+05:30,0.8,94.21,1.961,12.84,0.02517924,,,,,,,,,,,,
2026-08-14T19:13:43+05:30,0,78.13,2.974,19.47,0.05790378,,,,,,,,,,,,
2026-08-14T19:13:44+05:30,2.4,88.84,2.763,18.09,0.04998267,,,,,,,,,,,,
2026-08-14T19:13:45+05:30,0,95.62,2.614,17.11,0.04472554,,,,,,,,,,,,
2026-08-14T19:13:46+05:30,3.8,82.12,7.321,47.92,0.35082232,,,,,,,,,,,,
2026-08-14T19:13:47+05:30,0,68.78,13.161,86.15,1.13382015,,,,,,,,,,,,
2026-08-14T19:13:48+05:30,1.8,84.26,13.380,87.58,1.1718204,,,,,,,,,,,,
2026-08-14T19:13:49+05:30,0.8,83.89,7.388,48.36,0.35728368,,,,,,,,,,,,
2026-08-14T19:13:50+05:30,0,85.22,7.456,48.81,0.36392736,,,,,,,,,,,,
2026-08-14T19:13:51+05:30,0.8,94.66,5.268,34.48,0.18164064,,,,,,,,,,,,
2026-08-14T19:13:52+05:30,0,101.39,4.561,29.86,0.13619146,,,,,,,,,,,,
2026-08-14T19:13:53+05:30,0,91.70,4.123,26.99,0.11127977,,,,,,,,,,,,
2026-08-14T19:13:54+05:30,0,86.35,3.635,23.79,0.08647665,,,,,,,,,,,,
2026-08-14T19:13:55+05:30,0,96.03,3.349,21.92,0.07341008,,,,,,,,,,,,
2026-08-14T19:13:56+05:30,2,90.06,3.132,20.50,0.064206,,,,,,,,,,,,
2026-08-14T19:13:57+05:30,0.2,74.94,2.910,19.05,0.0554355,,,,,,,,,,,,
2026-08-14T19:13:58+05:30,1,77.55,5.554,36.36,0.20194344,,,,,,,,,,,,
2026-08-14T19:13:59+05:30,1.2,90.07,14.642,95.85,1.4034357,,,,,,,,,,,,
2026-08-14T19:14:00+05:30,0,94.46,16.662,109.07,1.81732434,,,,,,,,,,,,
2026-08-14T19:14:01+05:30,0,81.02,12.050,78.88,0.950504,,,,,,,,,,,,
2026-08-14T19:14:02+05:30,1.5,78.55,7.018,45.94,0.32240692,,,,,,,,,,,,
2026-08-14T19:14:03+05:30,0,89.27,5.200,34.04,0.177008,,,,,,,,,,,,
2026-08-14T19:14:04+05:30,0,94.57,4.729,30.96,0.14640984,,,,,,,,,,,,
2026-08-14T19:14:05+05:30,0,97.31,5.571,36.47,0.20317437,,,,,,,,,,,,
2026-08-14T19:14:06+05:30,1.4,84.79,4.780,31.29,0.1495662,,,,,,,,,,,,
2026-08-14T19:14:07+05:30,0,83.17,4.174,27.32,0.11403368,,,,,,,,,,,,
2026-08-14T19:14:08+05:30,0.1,84.73,3.804,24.90,0.0947196,,,,,,,,,,,,
2026-08-14T19:14:09+05:30,0,87.35,3.484,22.81,0.07947004,,,,,,,,,,,,
2026-08-14T19:14:10+05:30,0,86.68,1.925,12.60,0.024255,,,,,,,,,,,,
2026-08-14T19:14:11+05:30,0,80.71,2.945,19.28,0.0567796,,,,,,,,,,,,
2026-08-14T19:14:12+05:30,0,91.99,2.745,17.97,0.04932765,,,,,,,,,,,,
2026-08-14T19:14:13+05:30,0,94.21,2.567,16.80,0.0431256,,,,,,,,,,,,
2026-08-14T19:14:14+05:30,0,100.74,8.465,55.41,0.46904565,,,,,,,,,,,,
2026-08-14T19:14:15+05:30,0,96.41,11.848,77.56,0.91893088,,,,,,,,,,,,
2026-08-14T19:14:16+05:30,1.9,83.92,6.867,44.95,0.30867165,,,,,,,,,,,,
2026-08-14T19:14:17+05:30,0,75.26,5.672,37.13,0.21060136,,,,,,,,,,,,
2026-08-14T19:14:18+05:30,0,78.88,4.578,29.97,0.13720266,,,,,,,,,,,,
2026-08-14T19:14:19+05:30,1.5,82.20,5.116,33.49,0.17133484,,,,,,,,,,,,
2026-08-14T19:14:20+05:30,0,86.89,6.614,43.29,0.28632006,,,,,,,,,,,,
2026-08-14T19:14:21+05:30,0,78.39,4.948,32.39,0.16026572,,,,,,,,,,,,
2026-08-14T19:14:22+05:30,5,87.90,4.258,27.87,0.11867046,,,,,,,,,,,,
2026-08-14T19:14:23+05:30,0,100.14,3.888,25.45,0.0989496,,,,,,,,,,,,
2026-08-14T19:14:24+05:30,1.9,95.20,7.422,48.58,0.36056076,,,,,,,,,,,,
2026-08-14T19:14:25+05:30,2.3,84.73,5.116,33.49,0.17133484,,,,,,,,,,,,
2026-08-14T19:14:26+05:30,0.9,101.16,5.083,33.27,0.16911141,,,,,,,,,,,,
2026-08-14T19:14:27+05:30,4.8,101.64,4.780,31.29,0.1495662,,,,,,,,,,,,
2026-08-14T19:14:28+05:30,0.9,80.27,7.001,45.83,0.32085583,,,,,,,,,,,,
2026-08-14T19:14:29+05:30,0,77.44,8.314,54.42,0.45244788,,,,,,,,,,,,
2026-08-14T19:14:30+05:30,1.5,77.47,11.226,73.48,0.82488648,,,,,,,,,,,,
2026-08-14T19:14:31+05:30,0,87.11,5.571,36.47,0.20317437,,,,,,,,,,,,
2026-08-14T19:14:32+05:30,1.2,73.73,7.994,52.33,0.41832602,,,,,,,,,,,,
2026-08-14T19:14:33+05:30,3.2,73.63,7.170,46.93,0.3364881,,,,,,,,,,,,
2026-08-14T19:14:34+05:30,1.8,98.89,6.597,43.18,0.28485846,,,,,,,,,,,,
2026-08-14T19:14:35+05:30,2.1,99.16,5.638,36.91,0.20809858,,,,,,,,,,,,
2026-08-14T19:14:36+05:30,0,94.99,6.614,43.29,0.28632006,,,,,,,,,,,,
2026-08-14T19:14:37+05:30,0,96.04,5.756,37.68,0.21688608,,,,,,,,,,,,
2026-08-14T19:14:38+05:30,1.9,95.50,4.157,27.21,0.11311197,,,,,,,,,,,,
2026-08-14T19:14:39+05:30,0.1,82.07,4.443,29.08,0.12920244,,,,,,,,,,,,
2026-08-14T19:14:40+05:30,0,72.35,5.672,37.13,0.21060136,,,,,,,,,,,,
2026-08-14T19:14:41+05:30,4.2,80.86,5.689,37.24,0.21185836,,,,,,,,,,,,
2026-08-14T19:14:42+05:30,0,96.53,7.001,45.83,0.32085583,,,,,,,,,,,,
2026-08-14T19:14:43+05:30,0,84.58,2.908,19.04,0.05536832,,,,,,,,,,,,
2026-08-14T19:14:44+05:30,0,90.47,3.955,25.89,0.10239495,,,,,,,,,,,,
2026-08-14T19:14:45+05:30,0,94.09,5.470,35.81,0.1958807,,,,,,,,,,,,
2026-08-14T19:14:46+05:30,0,91.44,5.907,38.67,0.22842369,,,,,,,,,,,,
2026-08-14T19:14:47+05:30,4.3,75.68,5.689,37.24,0.21185836,,,,,,,,,,,,
2026-08-14T19:14:48+05:30,3,79.54,9.677,63.34,0.61294118,,,,,,,,,,,,
2026-08-14T19:14:49+05:30,0,95.58,10.839,70.95,0.76902705,,,,,,,,,,,,
2026-08-14T19:14:50+05:30,0,86.36,7.203,47.15,0.33962145,,,,,,,,,,,,
2026-08-14T19:14:51+05:30,0,88.76,8.667,56.73,0.49167891,,,,,,,,,,,,
2026-08-14T19:14:52+05:30,3,87.54,5.066,33.16,0.16798856,,,,,,,,,,,,
2026-08-14T19:14:53+05:30,1.5,90.16,5.638,36.91,0.20809858,,,,,,,,,,,,
2026-08-14T19:14:54+05:30,0,100.92,3.299,21.59,0.07122541,,,,,,,,,,,,
2026-08-14T19:14:55+05:30,0.4,86.96,1.765,11.55,0.02038575,,,,,,,,,,,,
2026-08-14T19:14:56+05:30,0,84.57,3.551,23.24,0.08252524,,,,,,,,,,,,
2026-08-14T19:14:57+05:30,0,80.33,1.986,13.00,0.025818,,,,,,,,,,,,
2026-08-14T19:14:58+05:30,0,85.53,3.400,22.26,0.075684,,,,,,,,,,,,
2026-08-14T19:14:59+05:30,0,86.12,3.770,24.68,0.0930436,,,,,,,,,,,,
2026-08-14T19:15:00+05:30,0,77.60,5.924,38.78,0.22973272,,,,,,,,,,,,
2026-08-14T19:15:01+05:30,1.4,85.61,4.948,32.39,0.16026572,,,,,,,,,,,,
2026-08-14T19:15:02+05:30,1,103.27,12.471,81.63,1.01800773,,,,,,,,,,,,
2026-08-14T19:15:03+05:30,2.4,92.44,14.507,94.96,1.37758472,,,,,,,,,,,,
2026-08-14T19:15:04+05:30,0,89.47,11.360,74.36,0.8447296,,,,,,,,,,,,
2026-08-14T19:15:05+05:30,0,91.25,19.270,126.14,2.4307178,,,,,,,,,,,,
2026-08-14T19:15:06+05:30,0,84.19,9.458,61.91,0.58554478,,,,,,,,,,,,
2026-08-14T19:15:07+05:30,0,89.66,15.702,102.78,1.61385156,,,,,,,,,,,,
2026-08-14T19:15:08+05:30,1.7,89.04,13.918,91.11,1.26806898,,,,,,,,,,,,
2026-08-14T19:15:09+05:30,0,72.97,17.049,111.60,1.9026684,,,,,,,,,,,,
2026-08-14T19:15:10+05:30,0.5,76.68,9.930,65.00,0.64545,,,,,,,,,,,,
2026-08-14T19:15:11+05:30,2.3,89.63,8.449,55.31,0.46731419,,,,,,,,,,,,
2026-08-14T19:15:12+05:30,0.7,106.38,11.428,74.81,0.85492868,,,,,,,,,,,,
2026-08-14T19:15:13+05:30,0,93.53,9.862,64.56,0.63669072,,,,,,,,,,,,
2026-08-14T19:15:14+05:30,0,94.68,7.085,46.38,0.3286023,,,,,,,,,,,,
2026-08-14T19:15:15+05:30,0,76.72,10.839,70.95,0.76902705,,,,,,,,,,,,
2026-08-14T19:15:16+05:30,0,85.33,5.116,33.49,0.17133484,,,,,,,,,,,,
2026-08-14T19:15:17+05:30,0,80.86,6.732,44.07,0.29667924,,,,,,,,,,,,
2026-08-14T19:15:18+05:30,0,83.93,3.972,26.00,0.103272,,,,,,,,,,,,
2026-08-14T19:15:19+05:30,2.4,99.75,2.770,18.13,0.0502201,,,,,,,,,,,,
2026-08-14T19:15:20+05:30,2.7,91.38,2.809,18.39,0.05165751,,,,,,,,,,,,
2026-08-14T19:15:21+05:30,0.6,83.67,4.275,27.98,0.1196145,,,,,,,,,,,,
2026-08-14T19:15:22+05:30,0,95.17,5.621,36.79,0.20679659,,,,,,,,,,,,
2026-08-14T19:15:23+05:30,4.6,81.40,4.999,32.72,0.16356728,,,,,,,,,,,,
2026-08-14T19:15:24+05:30,0,72.93,9.593,62.79,0.60234447,,,,,,,,,,,,
2026-08-14T19:15:25+05:30,0,77.53,10.839,70.95,0.76902705,,,,,,,,,,,,
2026-08-14T19:15:26+05:30,3.3,91.93,8.785,57.51,0.50522535,,,,,,,,,,,,
2026-08-14T19:15:27+05:30,0.4,107.20,4.409,28.86,0.12724374,,,,,,,,,,,,
2026-08-14T19:15:28+05:30,3.7,89.44,8.465,55.41,0.46904565,,,,,,,,,,,,
2026-08-14T19:15:29+05:30,0,88.44,3.398,22.24,0.07557152,,,,,,,,,,,,
2026-08-14T19:15:30+05:30,0,86.67,2.933,19.20,0.0563136,,,,,,,,,,,,
2026-08-14T19:15:31+05:30,0,86.23,3.972,26.00,0.103272,,,,,,,,,,,,
2026-08-14T19:15:32+05:30,0,92.04,6.867,44.95,0.30867165,,,,,,,,,,,,
2026-08-14T19:15:33+05:30,0,94.45,7.018,45.94,0.32240692,,,,,,,,,,,,
2026-08-14T19:15:34+05:30,0.7,74.50,6.648,43.52,0.28932096,,,,,,,,,,,,
2026-08-14T19:15:35+05:30,5.1,88.83,9.425,61.70,0.5815225,,,,,,,,,,,,
2026-08-14T19:15:36+05:30,0,104.02,15.097,98.82,1.49188554,,,,,,,,,,,,
2026-08-14T19:15:37+05:30,3.6,82.85,5.402,35.36,0.19101472,,,,,,,,,,,,
2026-08-14T19:15:38+05:30,0,70.19,4.191,27.43,0.11495913,,,,,,,,,,,,
2026-08-14T19:15:39+05:30,0,68.91,2.878,18.84,0.05422152,,,,,,,,,,,,
2026-08-14T19:15:40+05:30,6.2,88.92,5.638,36.91,0.20809858,,,,,,,,,,,,
2026-08-14T19:15:41+05:30,0,100.96,5.200,34.04,0.177008,,,,,,,,,,,,
2026-08-14T19:15:42+05:30,0,107.88,3.905,25.56,0.0998118,,,,,,,,,,,,
2026-08-14T19:15:43+05:30,6.6,92.91,2.609,17.08,0.04456172,,,,,,,,,,,,
2026-08-14T19:15:44+05:30,7.3,89.58,2.331,15.26,0.03557106,,,,,,,,,,,,
2026-08-14T19:15:45+05:30,0,98.79,3.938,25.78,0.10152164,,,,,,,,,,,,
2026-08-14T19:15:46+05:30,3.6,92.73,3.686,24.13,0.08894318,,,,,,,,,,,,
2026-08-14T19:15:47+05:30,3.6,65.34,2.730,17.87,0.0487851,,,,,,,,,,,,
2026-08-14T19:15:48+05:30,4.8,68.84,1.303,8.53,0.01111459,,,,,,,,,,,,
2026-08-14T19:15:49+05:30,0,85.65,0.936,6.13,0.00573768,,,,,,,,,,,,
2026-08-14T19:15:50+05:30,0,90.86,1.845,12.08,0.0222876,,,,,,,,,,,,
2026-08-14T19:15:51+05:30,0,92.73,1.244,8.14,0.01012616,,,,,,,,,,,,
2026-08-14T19:15:52+05:30,0,89.08,2.930,19.18,0.0561974,,,,,,,,,,,,
2026-08-14T19:15:53+05:30,0.5,92.24,5.638,36.91,0.20809858,,,,,,,,,,,,
2026-08-14T19:15:54+05:30,0,96.87,7.085,46.38,0.3286023,,,,,,,,,,,,
2026-08-14T19:15:55+05:30,2.8,88.03,9.290,60.81,0.5649249,,,,,,,,,,,,
2026-08-14T19:15:56+05:30,0,84.11,4.611,30.18,0.13915998,,,,,,,,,,,,
2026-08-14T19:15:57+05:30,0.1,96.93,3.955,25.89,0.10239495,,,,,,,,,,,,
2026-08-14T19:15:58+05:30,0.1,79.54,2.917,19.09,0.05568553,,,,,,,,,,,,
2026-08-14T19:15:59+05:30,0.1,78.79,0.998,6.53,0.00651694,,,,,,,,,,,,
2026-08-14T19:16:00+05:30,0.4,89.33,1.272,8.33,0.01059576,,,,,,,,,,,,
2026-08-14T19:16:01+05:30,0,95.82,2.551,16.70,0.0426017,,,,,,,,,,,,
2026-08-14T19:16:02+05:30,0.5,93.07,1.155,7.56,0.0087318,,,,,,,,,,,,
2026-08-14T19:16:03+05:30,0,82.24,0.000,0.00,0,,,,,,,,,,,,
2026-08-14T19:16:04+05:30,1.1,82.81,2.831,18.53,0.05245843,,,,,,,,,,,,
2026-08-14T19:16:05+05:30,0,90.09,1.774,11.61,0.02059614,,,,,,,,,,,,
2026-08-14T19:16:06+05:30,0,83.47,2.663,17.43,0.04641609,,,,,,,,,,,,
2026-08-14T19:16:07+05:30,0,84.84,3.635,23.79,0.08647665,,,,,,,,,,,,
2026-08-14T19:16:08+05:30,0.6,99.85,6.833,44.73,0.30564009,,,,,,,,,,,,
2026-08-14T19:16:09+05:30,2.9,104.28,4.662,30.52,0.14228424,,,,,,,,,,,,
2026-08-14T19:16:10+05:30,0.3,75.71,3.534,23.13,0.08174142,,,,,,,,,,,,
2026-08-14T19:16:11+05:30,0.4,81.18,2.812,18.41,0.05176892,,,,,,,,,,,,
2026-08-14T19:16:12+05:30,0,85.69,4.443,29.08,0.12920244,,,,,,,,,,,,
2026-08-14T19:16:13+05:30,0,87.88,2.092,13.69,0.02863948,,,,,,,,,,,,
