timestamp_s,reading_value,raw_text,unit,confidence,status,interpolated_value
321.0,6.38,6.38,uA,0.226,OK,6.38
322.0,1.638,1.638,uA,0.275,OK,1.638
323.0,0.638,0.638,uA,0.174,LOW_CONFIDENCE,1.638
324.0,6.8,6.8,uA,0.403,OK,6.22
325.0,6.22,6.22,uA,0.3,OK,6.22
326.0,1.078,1.078,uA,0.23,OK,5.0
327.0,5.0,5,uA,0.089,LOW_CONFIDENCE,1.078
328.0,0.78,0.78,uA,0.309,OK,5.0
329.0,5.0,5,uA,0.095,LOW_CONFIDENCE,5.0
330.0,5.0,5,uA,0.089,LOW_CONFIDENCE,5.0
331.0,5.0,5,uA,0.079,LOW_CONFIDENCE,5.0
332.0,5.0,5,uA,0.088,LOW_CONFIDENCE,5.0
333.0,8.0,08,uA,0.196,LOW_CONFIDENCE,5.0
334.0,0.078,0.078,uA,0.194,LOW_CONFIDENCE,1.6780000000000002
335.0,,,uA,0.87,LOW_CONFIDENCE,1.6780000000000002
336.0,3.278,3.278,uA,0.354,OK,3.278
337.0,3.628,3.628,uA,0.267,OK,3.28
338.0,3.28,3.28,uA,0.324,OK,3.28
339.0,3.228,3.228,uA,0.287,OK,3.228
340.0,1.638,1.638,uA,0.317,OK,3.228
341.0,3.608,3.608,uA,0.234,OK,1.638
342.0,0.638,0.638,uA,0.197,LOW_CONFIDENCE,3.488
343.0,,,uA,0.0,LOW_CONFIDENCE,3.488
344.0,6.338,6.338,uA,0.357,OK,6.338
345.0,6.38,6.38,uA,0.432,OK,6.338
346.0,6.228,6.228,uA,0.238,OK,6.228
347.0,2.628,2.628,uA,0.268,OK,3.228
348.0,3.228,3.228,uA,0.318,OK,3.228
349.0,3.238,3.238,uA,0.176,LOW_CONFIDENCE,3.238
350.0,3.238,3.238,uA,0.318,OK,3.238
351.0,3.222,3.222,uA,0.275,OK,3.222
352.0,0.628,0.628,uA,0.196,LOW_CONFIDENCE,2.228
353.0,2.228,2.228,uA,0.229,OK,2.228
